11,13,13,13,20,20,20,20,20,20,20,20,20,20,20,13,12,12,11,10
12,13,13,13,20,20,20,20,20,20,20,20,20,20,20,13,12,12,11,9
12,13,13,13,20,20,20,20,20,20,20,20,20,20,15,13,12,11,11,9
12,13,13,13,20,20,20,20,20,20,20,20,20,20,14,12,12,11,10,9
13,13,13,13,20,20,20,20,20,20,20,20,20,20,13,12,11,11,10,8
13,13,13,14,20,20,20,20,20,20,20,20,20,20,13,12,11,11,10,8
14,14,14,20,20,20,20,20,20,20,20,20,20,20,12,11,11,10,10,7
14,14,14,20,20,20,20,20,20,20,20,20,20,20,11,11,10,10,9,7
15,15,14,20,20,20,20,20,20,20,20,20,20,20,11,10,10,10,9,6
16,15,15,20,20,20,20,20,20,20,20,20,20,11,10,10,9,9,8,5
18,16,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,8,7,3
19,17,20,20,20,20,20,20,20,20,20,20,9,8,8,8,8,7,6,2
19,20,20,20,20,20,20,20,20,20,20,20,6,6,6,6,6,6,5,2
19,20,20,20,20,20,20,20,19,19,16,4,3,4,5,5,4,4,3,2
19,20,20,20,20,20,20,19,18,16,8,1,1,2,2,2,2,2,2,2
20,20,20,20,20,20,19,19,16,13,1,1,1,1,1,1,1,1,1,1
